idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0000012467,"WILLIAM JAMES TADIOY BRAVO, JUAN PABLO MARTINEZ IDROBO, APOLINAR FIGUEROA CASAS",,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,248 - 266 1,,,,"Patrones de cambio naturales y antrópicos en un ecosistema altoandino, parte alta de la cuenca del río Palacé","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000012467,"DAVID CAMILO CORRALES MUNOZ, APOLINAR FIGUEROA CASAS, JUAN CARLOS CORRALES MUNOZ",,Suiza,False,2015,Springer New York,978-3-319-21403-0,,60 - 74,,,,An Empirical Multi-classifier for Coffee Rust Detection in Colombian Crops,Computational Science And Its Applications -- Iccsa 2015
0000012467,"APOLINAR FIGUEROA CASAS, LEONIDAZ ZAMBRANO POLANCO",,Colombia,False,2001,Editorial De La Universidad Del Cauca,95894752,1,183 - 1999,"Vegetación, Antropización","Ciencias Naturales -- Ciencias Biológicas -- Ecología, Ciencias Naturales -- Ciencias de la Tierra y Medioambientales -- Geografía Física","Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal",Recursos Vegetales,Historia Geografia y Cultura del Cauca
0000012467,APOLINAR FIGUEROA CASAS,,Colombia,False,2012,Programa Editorial Universidad Del Valle,978-958-765-021-1,,51 - 61,,,,DESCRIPCIÓN DEl AREA DE ESTUDIO,"Evaluación De La Contaminación En Ecosistemas Acuáticos: Un Estudio De Caso En La Laguna De Sonso, Cuenca Alta Del Río Cauca."
0000012467,"APOLINAR FIGUEROA CASAS, GUILLERMO VASQUEZ ZAPATA",,Colombia,False,2012,Programa Editorial Universidad Del Valle,978-958-765-021-1,,63 - 90,"Agua, Escorrentia, oferta hidrica, Aportes de nutrientes y contaminación",Ciencias Naturales -- Ciencias de la Tierra y Medioambientales -- Ciencias del Medio Ambiente,"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas",LA CALIDAD FISICOQUIMICA DEL AGUA EN LA LAGUNA DE SONSO,"Evaluación De La Contaminación En Ecosistemas Acuáticos: Un Estudio De Caso En La Laguna De Sonso, Cuenca Alta Del Río Cauca."
0000012467,APOLINAR FIGUEROA CASAS,,Colombia,False,2008,Editorial Universidad Del Cauca,978-958-9451-88-5,,1 - 60 1,,,,"""Vigilancia Tecnologica""",Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado
0001335008,"ANGELA MARIA CASTANO MARIN, CLAUDIA PATRICIA FLOREZ RAMOS, ARISTOFELES ORTIZ, LIZARDO NORBEY IBARRA RUALES, CLAUDIA YOANA CARMONA GONZALEZ, LUIS FERNANDO GOMEZ GIL",,Colombia,False,2013,Centro Nacional De Investigaciones De Cafe,978-958-8490-14-4,,123 - 168,"ecofisiología del cafe, Ecofisiologia vegetal","Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agricultura",,estructura y funcionamiento de la planta de café,Manual Del Cafetero Colombiano. Investigación Y Tecnología Para La Sostenibilidad De La Caficultura.
0001343997,"ANGELICA MARIA MOSQUERA MUNOZ, PH D APOLINAR FIGUEROA",,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 -,,,,Dinamicas ecologicas en areas de transicion de ecosistemas altoandinos. Parque Nacional Natural Puracé,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001343997,"ANGELICA MARIA MOSQUERA MUNOZ, LORENA ALVEAR",,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 -,,,,Metodos para el analisis de vegetacíon,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001343997,"ANGELICA MARIA MOSQUERA MUNOZ, PH D APOLINAR FIGUEROA, JUAN PABLO MARTINEZ",,Colombia,False,2009,Impresiones Alfa,978-958-99009-0-1,,76 -,,Ciencias Naturales -- Ciencias Biológicas -- Botánica y Ciencias de las Plantas,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible.",Caracterización florística de dos zonas de transición en el sector Nororiental del Parque Natural Puracé,"V Congreso Colombiano De Botánica. La Investigación Botánica En Colombia: Biodiversidad, Sistemática Y Bioprospección. Libro De Resúmenes"
0000513024,"CLAUDIA ALEJANDRA MEDINA URIBE, FEDERICO ESCOBAR",,Colombia,False,1996,Editora Guadalupe Ltda,0,,93 - 116,"Colombia, Diversidad, Escarabajos Coprófagos, Scarabaeidae: Scarabaeinae","Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",,Coleópteros coprófagos (Scarabaeidae) de Colombia: Estado actual de su conocimiento,"Insectos de Colombia, trabajos escogidos"
0000513024,CLAUDIA ALEJANDRA MEDINA URIBE,,Colombia,False,2010,Union Grafica Ltda,978-958-8554-13-6,,7 - 609,,,,"Escarabajos coprófagos, hormigas y mariposas",Biodiversidad De La Cuenca Del Orinoco: Bases Científicas Para La Identificación De Áreas Prioritarias Para La Conservación Y Uso Sostenible De La Biodiversidad.
0000513024,"CLAUDIA ALEJANDRA MEDINA URIBE, FABIO ARTURO GONZALEZ",,Colombia,True,2014,Instituto Alexander Von Humboldt Ministerio Del Medio Ambiente,978-958-834397-6,,194 - 213,,,,Capitulo 6. Escarabajos Coprófagos de la subfamilia Scarabaeinae,El Bosque Seco Tropical En Colombia
0000513024,"CARLOS ANDRES CULTID MEDINA, CLAUDIA ALEJANDRA MEDINA URIBE",,Colombia,True,2015,Instituto Alexander Von Humboldt Instituto De Ciencias Naturales De La Universidad Nacional,9588889-29-4,,119 - 133,,,,Los escarabajos coprófagos y su monitoreo en la restauración de ecositemas,"Monitoreo A Procesos De Restauración Ecológica, Aplicado A Ecosistemas Terrestres/"
0000513024,"DIEGO ESTEBAN MARTINEZ REVELO, CLAUDIA ALEJANDRA MEDINA URIBE",,Colombia,True,2017,Serie Editorial Fauna Silvestre Neotropical. Instituto de Investigación de Recursos Biológicos Alexander Von Humboldt,978-958-5418-21-9,,143 - 167 4,,"Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",,Escarabajos Coprófagos,"IV. Biodiversidad del río Bita, Vichada, Colombia"
0000513024,"CLAUDIA ALEJANDRA MEDINA URIBE, ENRIQUE ARBELAEZ CORTES, FABIO ARTURO GONZALEZ, CARLOS LUIS DONASCIMIENTO MONTOYA, ANDRES R ACOSTA GALVIS, HUMBERTO MENDOZA CIFUENTES, KEVIN GIANCARLO BORJA ACOSTA",,Colombia,False,2016,Instituto Alexander von Humboldt,978-958-8889-84-9,,101 - 102 1,,"Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",,Las colecciones biológicas del Instituto Humboldt.,Biodiversidad 2015. Estado y tendencias de la biodiversidad continental de Colombia
0000513024,CLAUDIA ALEJANDRA MEDINA URIBE,,Colombia,True,2021,Editorial Universidad El Bosque,978-958-739-220-3,,631 - 666,"Coleoptera, Subsocial, Cuidado parental, Scarbaeidae: Scarabaeinae","Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",,Cuidado parental y evolución del rasgo subsocial en los escarabajos de la subfamilia Scarabaeinae (Coleoptera),"Biología teórica, explicaciones y complejidad"
0000513024,"CLAUDIA ALEJANDRA MEDINA URIBE, ALEJANDRO LOPERA",,Colombia,True,2019,Instituto Alexander von Humboldt. Bogotá,978-958-5418-89-9,,66 - 67 N/A,,"Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",,Escarabajos y Sostenibilidad del paisaje ganadero,Estado y tendencias de la biodiversidad continental de Colombia. Instituto de Investigación en Recursos Biológicos Alexander von Humboldt.
0000513024,CLAUDIA ALEJANDRA MEDINA URIBE,,Colombia,False,2016,Instituto Alexander von Humboldt. Bogotá,978-958-5418-89-9,,32 - 33 N/A,,"Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",,Registros de la biodiversidad del bosque seco,Estado y tendencias de la biodiversidad continental de Colombia. Instituto de Investigación en Recursos Biológicos Alexander von Humboldt.
0000513024,CLAUDIA ALEJANDRA MEDINA URIBE,,Colombia,False,2021,Universidad del Bosque,9789587392203,,631 - 661 1,"Conservación, Scarabaeinae, Coleoptera","Ciencias Naturales -- Ciencias Biológicas -- Biología (Teórica, Matemática, Criobiología, Evolutiva)",,Cuidado parental y evolución del rasgo subsocial en los escarabajos de la subfamilia Scarabaeinae (Coleoptera),"Biología teórica, explicaciones y complejidad. Colección Complejidad y Salud"
0001230972,FERNANDO FELIPE MUNOZ MUNOZ,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 -,,,,"Fragmentación y coberturas vegetales en ecosistemas andinos, Departamento del Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001230972,FERNANDO FELIPE MUNOZ MUNOZ,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,157 - 188,,,,Analisis espacio temporal de humedales altoandinos: Laguna de San rafael y humedal de Calvache,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001230972,FERNANDO FELIPE MUNOZ MUNOZ,,Colombia,False,2010,Ediorial Universidad Del Cauca,978-958-732-008-4,,1 -,,,,Estrategia integral para la gestión del recurso hídrico en el suroccidente Colombiano,Estrategia Integral Para La Gestión Del Recurso Hídrico En El Suroccidente Colombiano
0001230972,FERNANDO FELIPE MUNOZ MUNOZ,,Argentina,False,2010,,978-987-543-393-9,,169 - 176,,,,Modelación Hidrológica de un Curso Meandroso con Apoyatura de la Tecnología SIG y HEC-HMS para el Proyecto y la Localización de un Puente sobre el A° La Estacada en la provincia de Mendoza,Libro De Actas Del I Congreso Internacional De Hidrología De Llanuras
0000280402,JORDI MORATO FARRERAS,,Colombia,False,2009,Divegráficas,978-958-44-5307-5,,13 - 27,"calidad de agua, riesgo sanitario, salud, tecnologías sostenibles",Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería Ambiental y Geológica,,Crisis del agua,Manual De Tecnologías Sostenibles En Tratamiento De Aguas
0000280402,"JORDI MORATO FARRERAS, FRANCESC CODONY, JAUME MIR, JORDI MAS, FERRAN RIBAS",,Inglaterra,False,2003,Academic Press,0124701000,1,657 - 693,"desinfectantes, respuesta microbial",Ciencias Naturales -- Ciencias Biológicas -- Biología Celular y Microbiología,"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas",Microbial response to disinfectants,Handbook Of Water And Wastewater Microbiology
0000280402,"JORDI MORATO FARRERAS, SANDRA STELA DELGADO",,España,False,2004,,8476538545,,39 - 49,"humedales, flujo subsuperficial, eliminación de microorganismos, indicadores, patógenos",Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería Ambiental y Geológica,,Eliminación de microorganismos en humedales construidos,Nuevos Criterios Para El Diseño Y Operación De Humedales Construidos Una Alternativa De Bajo Coste Para El Tratamiento De Aguas Residuales Editores
0000280402,JORDI MORATO FARRERAS,,España,False,2004,,8468866237,1,39 - 45,"agua, salud",Ciencias Naturales -- Ciencias Biológicas -- Biología Celular y Microbiología,,Agua y Salud. Es segura el agua de bebida,"Camins De L'Aigua : Educar En La Racionalitat : Vuitena Setmana De L'Ensenyament, Terrassa, Del 10 Al 14 De Maig De 2004"
0000280402,"JORDI MORATO FARRERAS, FRANCESC CODONY, JORDI MAS",,España,False,2004,,84-609-6605-4,,93 - 100,"biofilm, microscopy techniques, monitoring",,,Microscopy techniques applied for monitoring the development of aquatic biofilms,Current Issues On Multidisciplinary Microscopy Research And Education
0000849626,"MARIO ALEJANDRO PEREZ RINCON, JULIANA ISABEL SARMIENTO CASTILLO",,Argentina,False,2021,Consejo Latinoamericano De Ciencias Sociales Clacso,978-987-813-025-5,,217 - 252 1,"Conflictos socio-ambientales, economia ecologica, ecología política, Extractivismo, Mineria de Oro, Política ambiental, Política Pública",Ciencias Sociales -- Ciencias Políticas -- Ciencias Políticas,,EXTRACTIVISMO Y DESACOPLAMIENTO AMBIENTAL: EVIDENCIAS PARA COLOMBIA DESDE EL METABOLISMO SOCIAL (1970-2019),Economía Ecológica Latinoamericana
0000012475,"LEONIDAS ZAMBRANO POLANCO, APOLINAR FIGUEROA CASAS",,Colombia,False,2001,Universidad del Cauca,958-9475-27-2,Tmo I,139 - 152,"RECURSO HÍDRICO, CUENCAS",Ciencias Naturales -- Ciencias Biológicas -- Botánica y Ciencias de las Plantas,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible., Agricultura, pecuaria, silvicultura, explotación forestal",RECURSOS HIDRICOS,"Historia, Geografía Y Cultura Del Cauca: Territorios Posibles"
0000012475,"LEONIDAS ZAMBRANO POLANCO, APOLINAR FIGUEROA CASAS",,Colombia,False,2001,Universidad del Cauca,958-9475-27-2,I,183 - 198,"VEGETACION, COBERTURA VEGETAL, ZONAS DE VIDA",Ciencias Naturales -- Ciencias Biológicas -- Botánica y Ciencias de las Plantas,"Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal",RECURSOS VEGETALES,"Historia, Geografía Y Cultura Del Cauca: Territorios Posibles"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, VICTORIA EUGENIA CEBALLOS SARRIA, APOLINAR FIGUEROA CASAS",,Colombia,False,2009,Universidad del Cauca,978-958-732-009-1,,1 - 27,,,,"ANÁLISIS DE LA DISTRIBUCIÓN DE LA MACROFAUNA EDÁFICA DE DOS RELICTOS DE BOSQUE DE ROBLE (Quercus humboldtii, Bonpland) CON DIFERENTE GRADO DE INTERVENCIÓN ANTRÓPICA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, VICTORIA EUGENIA CEBALLOS SARRIA, APOLINAR FIGUEROA CASAS",,Colombia,True,2009,Universidad del Cauca,978-958-732-009-1,,313 - 331,,,,"ANÁLISIS DE LA DISTRIBUCIÓN DE LA MACROFAUNA EDÁFICA DE DOS RELICTOS DE BOSQUE DE ROBLE (Quercus humboldtii, Bonpland) CON DIFERENTE GRADO DE INTERVENCIÓN ANTRÓPICA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, APOLINAR FIGUEROA CASAS, CLARA MILENA CONCHA LOSADA",,Colombia,True,2009,Universidad del Cauca,978-958-732-009-1,,301 - 312,,,,"ESCARABAJOS ESTERCOLEROS (COLEÓPTERA: SCARABAEINAE) EN TRES USOS DEL SUELO, VEREDA CLARETE, POPAYÁN, CAUCA","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, INGE ARMBRECHT, PATRICIA CHACON, LEONARDO RIVERA",,Colombia,True,2008,Instituto Alexander von Humboldt,978-958-8343-18-1,,479 - 476,,,,Efecto de la tecnificación del Cultivo de Café sobre las hormigas cazadoras de Risaralda,"Sistemática, Biogeografía Y Conservcación De Las Hormigas Cazadoras De Colombia"
0000182079,"MARIA CRISTINA GALLEGO ROPERO, JAMES MONTOYA LERMA, LEONARDO RIVERA, ROCIO GARCIA, PATRICIA CHACON, INGE ARMBRECHT",,Colombia,False,2019,Empresa Editorial Universidad Nacional De Colombia,978-958-783-766-7,,175 - 201 1,,Ciencias Naturales -- Ciencias Biológicas -- Ecología,Desarrollo rural,Ecologia,Hormigas de Colombia
0000182079,"MARIA CRISTINA GALLEGO ROPERO, PATRICIA CHACON, INGE ARMBRECHT, JAMES MONTOYA LERMA",,Colombia,True,2019,Empresa Editorial Universidad Nacional De Colombia,978-958-783-766-7,,175 - 202,,Ciencias Naturales -- Ciencias Biológicas -- Ecología,,Ecologia,Hormigas de Colombia
0000182079,MARIA CRISTINA GALLEGO ROPERO,,Colombia,False,2022,Impresores Unión Gráfica S.A.S,978-958-52986-8-2,,142 - 145 1,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,ABEJAS EUGLOSSINI DEL DEPARTAMENTO DE GUAINÍA,Diversidad biológica y cultural del departamento del Guainía
0000182079,MARIA CRISTINA GALLEGO ROPERO,,Colombia,False,2022,Impresores Unión Gráfica S.A.S,978-958-52986-8-2,,136 - 141 1,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,CONTRIBUCIÓN AL CONOCIMIENTO DE LOS COLEÓPTEROS COPRÓFAGOS (SCARABAEIDAE: SCARABAEINAE) DEL DEPARTAMENTO DE GUAINÍA,Diversidad biológica y cultural del departamento del Guainía
0000182079,MARIA CRISTINA GALLEGO ROPERO,,Colombia,False,2022,Impresores Unión Gráfica S.A.S,978-958-52986-8-2,,124 - 135 1,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Mariposas del Departamento del Guainía,Diversidad biológica y cultural del departamento del Guainía
0000182079,"INGE ARMBRECHT, PATRICIA CHACON, MARIA CRISTINA GALLEGO ROPERO, LEONARDO RIVERA",,Colombia,False,2007,Universidad Nacional de Colombia,978-958-8343-18-1,1,479 - 496,"Poneromorfas, sistematica, hormigas cazadoras",,,Efecto de la tecnificación del Cultivo de Café sobre las hormigas cazadoras de Risaralda,"Sistemática, Biogeografía Y Conservcación De Las Hormigas Cazadoras De Colombia"
0000182079,MARIA CRISTINA GALLEGO ROPERO,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 - 16,,,,"ESCARABAJOS ESTERCOLEROS (COLEÓPTERA: SCARABAEINAE) EN TRES USOS DEL SUELO, VEREDA CLARETE, POPAYÁN, CAUCA"" Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000182079,MARIA CRISTINA GALLEGO ROPERO,,Colombia,False,2006,,,,,,,,Efecto de la Intensificación del Cultivo de Café sobre Poneromorfas de Risaralda,
0000587931,"MARTHA LUCERO BASTIDAS SALAMANCA, EFRAIN RODRIGUEZ RUBIO, FEDERICO CASTILLO",,Colombia,False,2006,INVEMAR,978-958-98104-1-5,1,1 - 290 1,"contaminacion terrestre, impacto ambiental, Tumaco",Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería Ambiental y Geológica,Desarrollo Urbano,Physical diagnosis,"Integral Diagnosis On The Biophysical And Socioeconomic Impact Related To The Effect Of Pollution From Land Based Activities On The Pacific Coastal Zone Tumaco Bay, Colombia And Basic Guidelines For A Management Plan"
0000587931,MARTHA LUCERO BASTIDAS SALAMANCA,,Colombia,False,2006,INVEMAR,978-958-98104-1-5,,26 - 52,,,,Caracterización Física,"Integral Diagnosis On The Biophysical And Socioeconomic Impact Related To The Effect Of Pollution From Land Based Activities On The Pacific Coastal Zone Tumaco Bay, Colombia And Basic Guidelines For A Management Plan"
0000587931,"MARTHA LUCERO BASTIDAS SALAMANCA, CONSTANZA RICAURTE VILLOTA, EDUARDO SANTAMARIA DEL ANGEL, ANDRES ORDONEZ ZUNIGA, MAGNOLIA MURCIA RIANO, DEISY ALEJANDRA ROMERO RODRIGUEZ",,Colombia,False,2017,Serie Publicaciones Especiales Del Invemar Litoflash,978-958-8935-24-9,,14 - 31,,"Ciencias Naturales -- Ciencias de la Tierra y Medioambientales -- Geociencias (Multidisciplinario), Ciencias Naturales -- Ciencias de la Tierra y Medioambientales -- Oceanografía, Hidrología y Recursos del Agua, Ciencias Naturales -- Ciencias de la Tierra y Medioambientales -- Meteorología y Ciencias Atmosféricas",,Regionalización Dinámica,Regionalización oceanográfica: una visión dinámica del Caribe
0000445681,"APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, MONICA PATRICIA VALENCIA ROJAS, SAMIR CARLOS JOAQUI DAZA",,Colombia,False,2010,Ministerio De Agricultura Y Desarrollo Rural,978-958-8536-19-4,,12 - 13,"Cambio climático, Monitoreo ambiental, Recurso hídrico","Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agronomía, Ciencias Naturales -- Ciencias Biológicas -- Ecología","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible.",Programa Monitoreo Ambiental Para Cambio Climático En Ecosistemas Agrícolas Altoandinos,"Ciencia Y Tecnología Para La Competitividad Del Sector Agropecuario 2002-2010, Resultados Preliminares Proyectos Cofinanciados Por El Ministerio De Agricultura Y Desarrollo Rural"
0000445681,MONICA PATRICIA VALENCIA ROJAS,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 - 300,,,,ABUNDANCIA Y ESTADO REPRODUCTIVO DE Pristimantis thectopternus (ANURA : BRACHYCEPHALIDAE) ASOCIADOS A CUATRO FRAGMENTOS DE BOSQUE CON DIFERENTE GRADO DE ALTERACIÓN,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000445681,"MONICA PATRICIA VALENCIA ROJAS, JUAN PABLO MARTINEZ IDROBO, SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS",,Colombia,True,2017,Centro Editorial Universidad Del Valle,978-958-765-451-6,,113 - 133,,Ciencias Naturales -- Ciencias Biológicas -- Ecología,,Historia de las transformaciones en ecosistemas paramunos: El caso del área de traslape del Parque Nacional Natural Puracé,Conflictos ambientales en ecosistemas estratégicos. América Latina y el Caribe Siglos XIX - XXI
0001009788,NILSA LORENA ALVEAR NARVAEZ,,Colombia,False,2005,Universidad del Cauca,958-9475-77-9,,35 - 36,,,,Red de Autoridades Municipales,"Agenda Ciencia Y Tecnología Caucacyt - Tejiendo Redes, Tejiendo Saberes ."
0001009788,"HERNANDO VERGARA VARELA, ANGELICA MOSQUERA, NILSA LORENA ALVEAR NARVAEZ",,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,103 - 108,,,,Capitulo IV. Métodos para el análisis de la vegetación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,"NILSA LORENA ALVEAR NARVAEZ, APOLINAR FIGUEROA CASAS, BERNARDO RAMIRO RAMIREZ PADILLA",,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,225 - 246,,,,"Análisis espacio temporal del proceso de fragmentación de la vegetación en la parte media de la cuenca del Río Palacé, Municipio de Popayán, Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,"NILSA LORENA ALVEAR NARVAEZ, APOLINAR FIGUEROA CASAS, BERNARDO RAMIRO RAMIREZ PADILLA",,Colombia,True,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,225 - 245,,,,"Análisis espacio temporal del proceso de fragmentación de la vegetación, cuenca del río Palacé, municipio de Popayán, Cauca","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0001009788,"HERNANDO VERGARA VARELA, ANGELICA MOSQUERA, NILSA LORENA ALVEAR NARVAEZ, BERNARDO RAMIRO RAMIREZ PADILLA",,Colombia,True,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,103 - 108,"fragmentacion, Biodiversidad",,,Métodos para el análisis de la vegetación,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,143 - 145,Especies de peces amenazadas,"Ciencias Naturales -- Ciencias Biológicas -- Ecología, Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento","Educación, Otros sectores - Otro",Callichthys fabricioi,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,207 - 208,"Especies de peces amenazadas, Conservación, Characidae","Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Microgenys minutus,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,164 - 165,"Especies de peces amenazadas, Conservación","Ciencias Naturales -- Ciencias Biológicas -- Ecología, Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Genycharax tarpon,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"PABLO CESAR LEHMANN ALBORNOZ, ALVAREZ LEON R",,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,178 - 180,"Especies de peces amenazadas, Conservación","Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales -- Ciencias Biológicas -- Ecología",Educación,Salminus affinis,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,191 - 192,"Especies de peces amenazadas, Conservación","Ciencias Naturales -- Ciencias Biológicas -- Ecología, Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Carlastyanax aurocaudatus,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,203 - 204,"Especies de peces amenazadas, Conservación","Ciencias Naturales -- Ciencias Biológicas -- Ecología, Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Hyphessobrycon poecilioides,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"PABLO CESAR LEHMANN ALBORNOZ, ALVAREZ LEON R",,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,118 - 120,"Especies de peces amenazadas, Conservación","Ciencias Naturales -- Ciencias Biológicas -- Ecología, Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento",Educación,Ichthyoelephas longirostris,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,"ALVAREZ LEON R, G PINILLA, J GONZALEZ, PABLO CESAR LEHMANN ALBORNOZ, J E FORERO, R ROSADO",,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,1,196 - 1999,"Especies de peces amenazadas, Conservación","Ciencias Naturales -- Ciencias Biológicas -- Zoología, Ornitología, Entomología, Ciencias Biológicas del Comportamiento, Ciencias Naturales -- Ciencias Biológicas -- Ecología",Educación,Eremophilus mutisii,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,,191 - 192,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Carlastyanax aurocaudatus,Libro Rojo De Peces Dulceacuícolas De Colombia
